STORE_ID,POS,IS_SELF_CHECKOUT,TIME_BLOCK,NUMBER_OF_TICKETS,NUMBER_OF_ITEMS
1,01,false,2023-01-04 14:30:00.000,10,45
1,01,false,2023-01-04 15:00:00.000,12,36
1,01,false,2023-01-04 15:30:00.000,16,74
1,01,false,2023-01-04 16:00:00.000,19,44
1,01,false,2023-01-04 16:30:00.000,10,29
1,01,false,2023-01-04 17:00:00.000,14,37
1,01,false,2023-01-04 17:30:00.000,14,27
1,01,false,2023-01-04 18:00:00.000,13,38
1,01,false,2023-01-04 18:30:00.000,16,26
1,01,false,2023-01-04 19:00:00.000,12,27
1,01,false,2023-01-04 19:30:00.000,14,35
1,01,false,2023-01-04 20:00:00.000,8,22
1,01,false,2023-01-04 20:30:00.000,13,28
1,01,false,2023-01-04 21:00:00.000,3,12
1,01,false,2023-01-05 07:00:00.000,13,28
1,01,false,2023-01-05 07:30:00.000,15,47
1,01,false,2023-01-05 08:00:00.000,8,21
1,01,false,2023-01-05 08:30:00.000,12,37
1,01,false,2023-01-05 09:00:00.000,12,40
1,01,false,2023-01-05 09:30:00.000,10,26
1,01,false,2023-01-05 10:00:00.000,10,19
1,01,false,2023-01-05 10:30:00.000,15,47
1,01,false,2023-01-05 11:00:00.000,17,44
1,01,false,2023-01-05 11:30:00.000,21,37
1,01,false,2023-01-05 12:00:00.000,13,39
1,01,false,2023-01-05 12:30:00.000,20,90
1,01,false,2023-01-05 13:00:00.000,6,10
1,01,false,2023-01-05 13:30:00.000,22,58
1,01,false,2023-01-05 14:00:00.000,10,32
1,01,false,2023-01-05 14:30:00.000,9,32
1,01,false,2023-01-05 15:00:00.000,17,49
1,01,false,2023-01-05 15:30:00.000,8,11
1,01,false,2023-01-05 16:00:00.000,15,32
1,01,false,2023-01-05 16:30:00.000,18,56
1,01,false,2023-01-05 17:00:00.000,17,49
1,01,false,2023-01-05 17:30:00.000,19,54
1,01,false,2023-01-05 18:00:00.000,9,17
1,01,false,2023-01-05 18:30:00.000,13,43
1,01,false,2023-01-05 19:00:00.000,10,23
1,01,false,2023-01-05 19:30:00.000,11,40
1,01,false,2023-01-05 20:00:00.000,15,45
1,01,false,2023-01-05 20:30:00.000,4,22
1,01,false,2023-01-06 07:00:00.000,11,22
1,01,false,2023-01-06 07:30:00.000,16,46
1,01,false,2023-01-06 08:00:00.000,15,44
1,01,false,2023-01-06 08:30:00.000,18,42
1,01,false,2023-01-06 09:00:00.000,14,30
1,01,false,2023-01-06 09:30:00.000,14,35
1,01,false,2023-01-06 10:00:00.000,17,67
1,01,false,2023-01-06 10:30:00.000,16,43
1,01,false,2023-01-06 11:00:00.000,17,37
1,01,false,2023-01-06 11:30:00.000,11,17
1,01,false,2023-01-06 12:00:00.000,16,44
1,01,false,2023-01-06 12:30:00.000,15,55
1,01,false,2023-01-06 13:00:00.000,12,40
1,01,false,2023-01-06 13:30:00.000,13,38
1,01,false,2023-01-06 14:00:00.000,8,12
1,01,false,2023-01-06 14:30:00.000,15,30
1,01,false,2023-01-06 15:00:00.000,17,66
1,01,false,2023-01-06 15:30:00.000,10,42
1,01,false,2023-01-06 16:00:00.000,14,29
1,01,false,2023-01-06 16:30:00.000,21,75
1,01,false,2023-01-06 17:00:00.000,12,38
1,01,false,2023-01-06 17:30:00.000,10,32
1,01,false,2023-01-06 18:00:00.000,11,43
1,01,false,2023-01-06 18:30:00.000,14,52
1,01,false,2023-01-06 19:00:00.000,19,62
1,01,false,2023-01-06 19:30:00.000,5,6
1,01,false,2023-01-06 20:00:00.000,13,39
1,01,false,2023-01-06 20:30:00.000,13,28
1,01,false,2023-01-06 21:00:00.000,6,35
1,01,false,2023-01-07 07:00:00.000,6,16
1,01,false,2023-01-07 07:30:00.000,8,23
1,01,false,2023-01-07 08:00:00.000,10,30
1,01,false,2023-01-07 08:30:00.000,9,33
1,01,false,2023-01-07 09:00:00.000,9,27
1,01,false,2023-01-07 09:30:00.000,8,21
1,01,false,2023-01-07 10:00:00.000,14,39
1,01,false,2023-01-07 10:30:00.000,14,37
1,01,false,2023-01-07 11:00:00.000,8,39
1,01,false,2023-01-07 11:30:00.000,9,44
1,01,false,2023-01-07 12:00:00.000,8,31
1,01,false,2023-01-07 12:30:00.000,11,30
1,01,false,2023-01-07 13:00:00.000,21,75
1,01,false,2023-01-07 13:30:00.000,8,14
1,01,false,2023-01-07 14:00:00.000,6,11
1,01,false,2023-01-07 14:30:00.000,11,40
1,01,false,2023-01-07 15:00:00.000,7,29
1,01,false,2023-01-07 15:30:00.000,9,23
1,01,false,2023-01-07 16:00:00.000,7,29
1,01,false,2023-01-07 16:30:00.000,5,12
1,01,false,2023-01-07 17:00:00.000,10,20
1,01,false,2023-01-07 17:30:00.000,12,25
1,01,false,2023-01-07 18:00:00.000,6,10
1,01,false,2023-01-07 18:30:00.000,14,44
1,01,false,2023-01-07 19:00:00.000,14,40
1,01,false,2023-01-07 19:30:00.000,12,29
1,01,false,2023-01-07 20:00:00.000,7,19
1,01,false,2023-01-07 20:30:00.000,3,16
1,01,false,2023-01-07 21:00:00.000,2,4
1,01,false,2023-01-09 07:00:00.000,18,36
1,01,false,2023-01-09 07:30:00.000,20,50
1,01,false,2023-01-09 08:00:00.000,21,65
1,01,false,2023-01-09 08:30:00.000,20,50
1,01,false,2023-01-09 09:00:00.000,15,32
1,01,false,2023-01-09 09:30:00.000,9,19
1,01,false,2023-01-09 10:00:00.000,12,41
1,01,false,2023-01-09 10:30:00.000,8,29
1,01,false,2023-01-09 11:00:00.000,17,44
1,01,false,2023-01-09 11:30:00.000,20,52
1,01,false,2023-01-09 12:00:00.000,12,25
1,01,false,2023-01-09 12:30:00.000,13,26
1,01,false,2023-01-09 13:00:00.000,17,53
1,01,false,2023-01-09 13:30:00.000,12,20
1,01,false,2023-01-09 14:00:00.000,19,37
1,01,false,2023-01-09 14:30:00.000,17,41
1,01,false,2023-01-09 15:00:00.000,13,26
1,01,false,2023-01-09 15:30:00.000,12,38
1,01,false,2023-01-09 16:00:00.000,13,52
1,01,false,2023-01-09 16:30:00.000,18,68
1,01,false,2023-01-09 17:00:00.000,11,45
1,01,false,2023-01-09 17:30:00.000,18,81
1,01,false,2023-01-09 18:00:00.000,5,8
1,01,false,2023-01-09 18:30:00.000,27,77
1,01,false,2023-01-09 19:00:00.000,13,25
1,01,false,2023-01-09 19:30:00.000,15,87
1,01,false,2023-01-09 20:00:00.000,12,32
1,01,false,2023-01-09 20:30:00.000,8,18
1,01,false,2023-01-09 21:00:00.000,7,13
1,01,false,2023-01-10 07:00:00.000,18,35
1,01,false,2023-01-10 07:30:00.000,18,41
1,01,false,2023-01-10 08:00:00.000,9,21
1,01,false,2023-01-10 08:30:00.000,16,54
1,01,false,2023-01-10 09:00:00.000,15,47
1,01,false,2023-01-10 09:30:00.000,10,23
1,01,false,2023-01-10 10:00:00.000,12,39
1,01,false,2023-01-10 10:30:00.000,7,15
1,01,false,2023-01-10 11:00:00.000,14,45
1,01,false,2023-01-10 11:30:00.000,15,38
1,01,false,2023-01-10 12:00:00.000,13,33
1,01,false,2023-01-10 12:30:00.000,21,42
1,01,false,2023-01-10 13:00:00.000,12,21
1,01,false,2023-01-10 13:30:00.000,11,23
1,01,false,2023-01-10 14:00:00.000,18,48
1,01,false,2023-01-10 14:30:00.000,8,16
1,01,false,2023-01-10 15:00:00.000,9,20
1,01,false,2023-01-10 15:30:00.000,12,56
1,01,false,2023-01-10 16:00:00.000,13,31
1,01,false,2023-01-10 16:30:00.000,15,34
1,01,false,2023-01-10 17:00:00.000,10,31
1,01,false,2023-01-10 17:30:00.000,17,27
1,01,false,2023-01-10 18:00:00.000,13,46
1,01,false,2023-01-10 18:30:00.000,11,19
1,01,false,2023-01-10 19:00:00.000,16,35
1,01,false,2023-01-10 19:30:00.000,13,39
1,01,false,2023-01-10 20:00:00.000,9,24
1,01,false,2023-01-10 20:30:00.000,13,23
1,01,false,2023-01-10 21:00:00.000,11,23
1,01,false,2023-01-11 07:00:00.000,14,37
1,01,false,2023-01-11 07:30:00.000,18,48
1,01,false,2023-01-11 08:00:00.000,12,31
1,01,false,2023-01-11 08:30:00.000,18,45
1,01,false,2023-01-11 09:00:00.000,14,28
1,01,false,2023-01-11 09:30:00.000,13,26
1,01,false,2023-01-11 10:00:00.000,20,46
1,01,false,2023-01-11 10:30:00.000,15,39
1,01,false,2023-01-11 11:00:00.000,21,58
1,01,false,2023-01-11 11:30:00.000,17,28
1,01,false,2023-01-11 12:00:00.000,13,49
1,01,false,2023-01-11 12:30:00.000,11,30
1,01,false,2023-01-11 13:00:00.000,13,39
1,01,false,2023-01-11 13:30:00.000,12,32
1,01,false,2023-01-11 14:00:00.000,11,34
1,01,false,2023-01-11 14:30:00.000,17,54
1,01,false,2023-01-11 15:00:00.000,14,41
1,01,false,2023-01-11 15:30:00.000,12,34
1,01,false,2023-01-11 16:00:00.000,17,35
1,01,false,2023-01-11 16:30:00.000,21,52
1,01,false,2023-01-11 17:00:00.000,16,25
1,01,false,2023-01-11 17:30:00.000,12,33
1,01,false,2023-01-11 18:00:00.000,7,15
1,01,false,2023-01-11 18:30:00.000,17,48
1,01,false,2023-01-11 19:00:00.000,13,37
1,01,false,2023-01-11 19:30:00.000,10,18
1,01,false,2023-01-11 20:00:00.000,15,29
1,01,false,2023-01-11 20:30:00.000,8,15
1,01,false,2023-01-11 21:00:00.000,8,21
1,01,false,2023-01-12 07:00:00.000,16,32
1,01,false,2023-01-12 07:30:00.000,19,46
1,01,false,2023-01-12 08:00:00.000,20,58
1,01,false,2023-01-12 08:30:00.000,15,31
1,01,false,2023-01-12 09:00:00.000,15,25
1,01,false,2023-01-12 09:30:00.000,11,20
1,01,false,2023-01-12 10:00:00.000,14,35
1,01,false,2023-01-12 10:30:00.000,17,45
1,01,false,2023-01-12 11:00:00.000,10,26
1,01,false,2023-01-12 11:30:00.000,11,21
1,01,false,2023-01-12 12:00:00.000,16,38
1,01,false,2023-01-12 12:30:00.000,18,52
1,01,false,2023-01-12 13:00:00.000,14,42
1,01,false,2023-01-12 13:30:00.000,15,38
1,01,false,2023-01-12 14:00:00.000,10,33
1,01,false,2023-01-12 14:30:00.000,11,19
1,01,false,2023-01-12 15:00:00.000,20,49
1,01,false,2023-01-12 15:30:00.000,10,24
1,01,false,2023-01-12 16:00:00.000,14,35
1,01,false,2023-01-12 16:30:00.000,15,22
1,01,false,2023-01-12 17:00:00.000,18,51
1,01,false,2023-01-12 17:30:00.000,14,49
1,01,false,2023-01-12 18:00:00.000,13,36
1,01,false,2023-01-12 18:30:00.000,16,33
1,01,false,2023-01-12 19:00:00.000,8,23
1,01,false,2023-01-12 19:30:00.000,13,35
1,01,false,2023-01-12 20:00:00.000,6,26
1,01,false,2023-01-12 20:30:00.000,10,42
1,01,false,2023-01-12 21:00:00.000,5,17
1,01,false,2023-01-13 07:00:00.000,16,37
1,01,false,2023-01-13 07:30:00.000,27,62
1,01,false,2023-01-13 08:00:00.000,14,32
1,01,false,2023-01-13 08:30:00.000,19,62
1,01,false,2023-01-13 09:00:00.000,12,33
1,01,false,2023-01-13 09:30:00.000,15,31
1,01,false,2023-01-13 10:00:00.000,13,34
1,01,false,2023-01-13 10:30:00.000,15,47
1,01,false,2023-01-13 11:00:00.000,17,42
1,01,false,2023-01-13 11:30:00.000,16,53
1,01,false,2023-01-13 12:00:00.000,22,64
1,01,false,2023-01-13 12:30:00.000,20,66
1,01,false,2023-01-13 13:00:00.000,20,45
1,01,false,2023-01-13 13:30:00.000,9,17
1,01,false,2023-01-13 14:00:00.000,12,15
1,01,false,2023-01-13 14:30:00.000,8,23
1,01,false,2023-01-13 15:00:00.000,9,45
1,01,false,2023-01-13 15:30:00.000,14,39
1,01,false,2023-01-13 16:00:00.000,19,61
1,01,false,2023-01-13 16:30:00.000,20,33
1,01,false,2023-01-13 17:00:00.000,17,62
1,01,false,2023-01-13 17:30:00.000,13,25
1,01,false,2023-01-13 18:00:00.000,16,43
1,01,false,2023-01-13 18:30:00.000,20,48
1,01,false,2023-01-13 19:00:00.000,17,52
1,01,false,2023-01-13 19:30:00.000,16,33
1,01,false,2023-01-13 20:00:00.000,14,34
1,01,false,2023-01-13 20:30:00.000,10,40
1,01,false,2023-01-13 21:00:00.000,5,10
1,01,false,2023-01-13 21:30:00.000,2,0
1,01,false,2023-01-14 07:00:00.000,2,2
1,01,false,2023-01-14 07:30:00.000,11,48
1,01,false,2023-01-14 08:00:00.000,5,9
1,01,false,2023-01-14 08:30:00.000,7,26
1,01,false,2023-01-14 09:00:00.000,9,36
1,01,false,2023-01-14 09:30:00.000,11,28
1,01,false,2023-01-14 10:00:00.000,13,87
1,01,false,2023-01-14 10:30:00.000,15,28
1,01,false,2023-01-14 11:00:00.000,13,37
1,01,false,2023-01-14 11:30:00.000,16,70
1,01,false,2023-01-14 12:00:00.000,13,35
1,01,false,2023-01-14 12:30:00.000,11,22
1,01,false,2023-01-14 13:00:00.000,13,35
1,01,false,2023-01-14 13:30:00.000,11,41
1,01,false,2023-01-14 14:00:00.000,8,13
1,01,false,2023-01-14 14:30:00.000,23,54
1,01,false,2023-01-14 15:00:00.000,13,28
1,01,false,2023-01-14 15:30:00.000,9,38
1,01,false,2023-01-14 16:00:00.000,10,26
1,01,false,2023-01-14 16:30:00.000,10,35
1,01,false,2023-01-14 17:00:00.000,11,32
1,01,false,2023-01-14 17:30:00.000,5,6
1,01,false,2023-01-14 18:00:00.000,13,42
1,01,false,2023-01-14 18:30:00.000,9,23
1,01,false,2023-01-14 19:00:00.000,13,22
1,01,false,2023-01-14 19:30:00.000,9,21
1,01,false,2023-01-14 20:00:00.000,8,18
1,01,false,2023-01-14 20:30:00.000,2,5
1,01,false,2023-01-14 21:00:00.000,4,18
1,01,false,2023-01-16 07:00:00.000,13,29
1,01,false,2023-01-16 07:30:00.000,16,37
1,01,false,2023-01-16 08:00:00.000,17,32
1,01,false,2023-01-16 08:30:00.000,14,40
1,01,false,2023-01-16 09:00:00.000,14,31
1,01,false,2023-01-16 09:30:00.000,13,29
1,01,false,2023-01-16 10:00:00.000,11,22
1,01,false,2023-01-16 10:30:00.000,12,35
1,01,false,2023-01-16 11:00:00.000,12,30
1,01,false,2023-01-16 11:30:00.000,14,48
1,01,false,2023-01-16 12:00:00.000,19,33
1,01,false,2023-01-16 12:30:00.000,12,38
1,01,false,2023-01-16 13:00:00.000,14,33
1,01,false,2023-01-16 13:30:00.000,17,72
1,01,false,2023-01-16 14:00:00.000,12,32
1,01,false,2023-01-16 14:30:00.000,14,25
1,01,false,2023-01-16 15:00:00.000,14,30
1,01,false,2023-01-16 15:30:00.000,11,17
1,01,false,2023-01-16 16:00:00.000,6,18
1,01,false,2023-01-16 16:30:00.000,16,29
1,01,false,2023-01-16 17:00:00.000,15,37
1,01,false,2023-01-16 17:30:00.000,18,37
1,01,false,2023-01-16 18:00:00.000,13,32
1,01,false,2023-01-16 18:30:00.000,15,64
1,01,false,2023-01-16 19:00:00.000,13,29
1,01,false,2023-01-16 19:30:00.000,10,12
1,01,false,2023-01-16 20:00:00.000,16,39
1,01,false,2023-01-16 20:30:00.000,6,21
1,01,false,2023-01-16 21:00:00.000,1,2
1,01,false,2023-01-17 07:00:00.000,13,28
1,01,false,2023-01-17 07:30:00.000,12,36
1,01,false,2023-01-17 08:00:00.000,20,51
1,01,false,2023-01-17 08:30:00.000,20,42
1,01,false,2023-01-17 09:00:00.000,14,37
1,01,false,2023-01-17 09:30:00.000,11,23
1,01,false,2023-01-17 10:00:00.000,12,13
1,01,false,2023-01-17 10:30:00.000,13,39
1,01,false,2023-01-17 11:00:00.000,19,42
1,01,false,2023-01-17 11:30:00.000,10,50
1,01,false,2023-01-17 12:00:00.000,13,28
1,01,false,2023-01-17 12:30:00.000,11,23
1,01,false,2023-01-17 13:00:00.000,12,27
1,01,false,2023-01-17 13:30:00.000,19,41
1,01,false,2023-01-17 14:00:00.000,8,13
1,01,false,2023-01-17 14:30:00.000,14,35
1,01,false,2023-01-17 15:00:00.000,16,43
1,01,false,2023-01-17 15:30:00.000,20,45
1,01,false,2023-01-17 16:00:00.000,10,16
1,01,false,2023-01-17 16:30:00.000,10,14
1,01,false,2023-01-17 17:00:00.000,16,40
1,01,false,2023-01-17 17:30:00.000,13,26
1,01,false,2023-01-17 18:00:00.000,20,43
1,01,false,2023-01-17 18:30:00.000,13,25
1,01,false,2023-01-17 19:00:00.000,15,36
1,01,false,2023-01-17 19:30:00.000,8,31
1,01,false,2023-01-17 20:00:00.000,9,31
1,01,false,2023-01-17 20:30:00.000,8,28
1,01,false,2023-01-17 21:00:00.000,2,4
1,01,false,2023-01-18 07:00:00.000,14,29
1,01,false,2023-01-18 07:30:00.000,25,49
1,01,false,2023-01-18 08:00:00.000,18,48
1,01,false,2023-01-18 08:30:00.000,12,24
1,01,false,2023-01-18 09:00:00.000,14,28
1,01,false,2023-01-18 09:30:00.000,11,20
1,01,false,2023-01-18 10:00:00.000,11,29
1,01,false,2023-01-18 10:30:00.000,10,25
1,01,false,2023-01-18 11:00:00.000,15,33
1,01,false,2023-01-18 11:30:00.000,12,22
1,01,false,2023-01-18 12:00:00.000,10,28
1,01,false,2023-01-18 12:30:00.000,11,29
1,01,false,2023-01-18 13:00:00.000,20,58
1,01,false,2023-01-18 13:30:00.000,16,57
1,01,false,2023-01-18 14:00:00.000,10,28
1,01,false,2023-01-18 14:30:00.000,12,28
1,01,false,2023-01-18 15:00:00.000,11,34
1,01,false,2023-01-18 15:30:00.000,20,44
1,01,false,2023-01-18 16:00:00.000,21,44
1,01,false,2023-01-18 16:30:00.000,5,10
1,01,false,2023-01-18 17:00:00.000,19,41
1,01,false,2023-01-18 17:30:00.000,18,47
1,01,false,2023-01-18 18:00:00.000,21,56
1,01,false,2023-01-18 18:30:00.000,18,47
1,01,false,2023-01-18 19:00:00.000,16,36
1,01,false,2023-01-18 19:30:00.000,9,14
1,01,false,2023-01-18 20:00:00.000,6,16
1,01,false,2023-01-18 20:30:00.000,8,11
1,01,false,2023-01-18 21:00:00.000,8,26
1,01,false,2023-01-19 07:00:00.000,11,37
1,01,false,2023-01-19 07:30:00.000,19,49
1,01,false,2023-01-19 08:00:00.000,17,31
1,01,false,2023-01-19 08:30:00.000,7,15
1,01,false,2023-01-19 09:00:00.000,12,22
1,01,false,2023-01-19 09:30:00.000,17,44
1,01,false,2023-01-19 10:00:00.000,13,50
1,01,false,2023-01-19 10:30:00.000,14,52
1,01,false,2023-01-19 11:00:00.000,12,22
1,01,false,2023-01-19 11:30:00.000,13,57
1,01,false,2023-01-19 12:00:00.000,20,27
1,01,false,2023-01-19 12:30:00.000,14,40
1,01,false,2023-01-19 13:00:00.000,16,36
1,01,false,2023-01-19 13:30:00.000,13,37
1,01,false,2023-01-19 14:00:00.000,22,54
1,01,false,2023-01-19 14:30:00.000,9,31
1,01,false,2023-01-19 15:00:00.000,16,27
1,01,false,2023-01-19 15:30:00.000,12,42
1,01,false,2023-01-19 16:00:00.000,16,32
1,01,false,2023-01-19 16:30:00.000,13,39
1,01,false,2023-01-19 17:00:00.000,10,24
1,01,false,2023-01-19 17:30:00.000,15,50
1,01,false,2023-01-19 18:00:00.000,15,54
1,01,false,2023-01-19 18:30:00.000,19,55
1,01,false,2023-01-19 19:00:00.000,9,30
1,01,false,2023-01-19 19:30:00.000,15,41
1,01,false,2023-01-19 20:00:00.000,10,22
1,01,false,2023-01-19 20:30:00.000,9,26
1,01,false,2023-01-19 21:00:00.000,6,15
1,01,false,2023-01-21 07:00:00.000,3,7
1,01,false,2023-01-21 07:30:00.000,6,16
1,01,false,2023-01-21 08:00:00.000,9,21
1,01,false,2023-01-21 08:30:00.000,6,19
1,01,false,2023-01-21 09:00:00.000,7,31
1,01,false,2023-01-21 09:30:00.000,12,36
1,01,false,2023-01-21 10:00:00.000,10,40
1,01,false,2023-01-21 10:30:00.000,9,40
1,01,false,2023-01-21 11:00:00.000,16,59
1,01,false,2023-01-21 11:30:00.000,10,44
1,01,false,2023-01-21 12:00:00.000,8,30
1,01,false,2023-01-21 12:30:00.000,11,27
1,01,false,2023-01-21 13:00:00.000,17,45
1,01,false,2023-01-21 13:30:00.000,11,25
1,01,false,2023-01-21 14:00:00.000,8,25
1,01,false,2023-01-21 14:30:00.000,13,28
1,01,false,2023-01-21 15:00:00.000,8,21
1,01,false,2023-01-21 15:30:00.000,7,21
1,01,false,2023-01-21 16:00:00.000,2,4
1,01,false,2023-01-21 16:30:00.000,10,28
1,01,false,2023-01-21 17:00:00.000,7,19
1,01,false,2023-01-21 17:30:00.000,11,38
1,01,false,2023-01-21 18:00:00.000,9,29
1,01,false,2023-01-21 18:30:00.000,5,7
1,01,false,2023-01-21 19:00:00.000,5,10
1,01,false,2023-01-21 19:30:00.000,9,23
1,01,false,2023-01-21 20:00:00.000,5,7
1,01,false,2023-01-21 20:30:00.000,10,23
1,01,false,2023-01-21 21:00:00.000,4,19
1,01,false,2023-01-23 07:00:00.000,14,32
1,01,false,2023-01-23 07:30:00.000,24,59
1,01,false,2023-01-23 08:00:00.000,15,41
1,01,false,2023-01-23 08:30:00.000,17,39
1,01,false,2023-01-23 09:00:00.000,14,23
1,01,false,2023-01-23 09:30:00.000,11,20
1,01,false,2023-01-23 10:00:00.000,7,19
1,01,false,2023-01-23 10:30:00.000,11,46
1,01,false,2023-01-23 11:00:00.000,13,27
1,01,false,2023-01-23 11:30:00.000,21,53
1,01,false,2023-01-23 12:00:00.000,10,20
1,01,false,2023-01-23 12:30:00.000,11,25
1,01,false,2023-01-23 13:00:00.000,13,37
1,01,false,2023-01-23 13:30:00.000,15,44
1,01,false,2023-01-23 14:00:00.000,14,24
1,01,false,2023-01-23 14:30:00.000,9,24
1,01,false,2023-01-23 15:00:00.000,16,31
1,01,false,2023-01-23 15:30:00.000,22,56
1,01,false,2023-01-23 16:00:00.000,14,41
1,01,false,2023-01-23 16:30:00.000,18,55
1,01,false,2023-01-23 17:00:00.000,19,54
1,01,false,2023-01-23 17:30:00.000,19,51
1,01,false,2023-01-23 18:00:00.000,12,61
1,01,false,2023-01-23 18:30:00.000,22,62
1,01,false,2023-01-23 19:00:00.000,13,29
1,01,false,2023-01-23 19:30:00.000,7,18
1,01,false,2023-01-23 20:00:00.000,6,11
1,01,false,2023-01-23 20:30:00.000,6,23
1,01,false,2023-01-23 21:00:00.000,6,16
1,01,false,2023-01-24 07:00:00.000,18,45
1,01,false,2023-01-24 07:30:00.000,23,62
1,01,false,2023-01-24 08:00:00.000,18,28
1,01,false,2023-01-24 08:30:00.000,14,28
1,01,false,2023-01-24 09:00:00.000,16,62
1,01,false,2023-01-24 09:30:00.000,9,28
1,01,false,2023-01-24 10:00:00.000,16,41
1,01,false,2023-01-24 10:30:00.000,13,24
1,01,false,2023-01-24 11:00:00.000,14,37
1,01,false,2023-01-24 11:30:00.000,16,40
1,01,false,2023-01-24 12:00:00.000,16,49
1,01,false,2023-01-24 12:30:00.000,17,34
1,01,false,2023-01-24 13:00:00.000,9,15
1,01,false,2023-01-24 13:30:00.000,16,37
1,01,false,2023-01-24 14:00:00.000,17,32
1,01,false,2023-01-24 14:30:00.000,14,24
1,01,false,2023-01-24 15:00:00.000,14,22
1,01,false,2023-01-24 15:30:00.000,21,56
1,01,false,2023-01-24 16:00:00.000,14,61
1,01,false,2023-01-24 16:30:00.000,17,34
1,01,false,2023-01-24 17:00:00.000,13,37
1,01,false,2023-01-24 17:30:00.000,12,22
1,01,false,2023-01-24 18:00:00.000,9,18
1,01,false,2023-01-24 18:30:00.000,17,60
1,01,false,2023-01-24 19:00:00.000,12,20
1,01,false,2023-01-24 19:30:00.000,7,19
1,01,false,2023-01-24 20:00:00.000,4,7
1,01,false,2023-01-24 20:30:00.000,8,19
1,01,false,2023-01-24 21:00:00.000,3,15
1,01,false,2023-01-25 07:00:00.000,12,49
1,01,false,2023-01-25 07:30:00.000,18,50
1,01,false,2023-01-25 08:00:00.000,12,32
